,Price,Locate,Address,Beds,,,,,,
302,R25 000,Mouille Point,31 Beach Road,3,,,,,,
314,R25 000,Sea Point,"203 The Solis, 7 Main Drive",2,,,,,,
332,R25 000,Sea Point,"203 The Solis, 7 Main Drive",2,,,,,,
339,R25 000,Tamboerskloof,,3,,,,,,
388,R25 000,Bantry Bay,,2,,,,,,
459,R25 000,Llandudno,,2,,,,,,
568,R25 000,Sea Point,,4,,,,,,
670,R25 000,Green Point,,2,,,,,,
771,R25 000,Sea Point,,2,,,,,,
780,R25 000,Fresnaye,,2,,,,,,
782,R25 000,Cape Town City Centre,112 Buitengracht St,1.5,,,,,,
791,R25 000,Cape Town City Centre,112 Buitengracht St,1.5,,,,,,
829,R25 000,Waterfront,,1,,,,,,
834,R25 000,Sea Point,,2,,,,,,
895,R25 000,Mouille Point,,3,,,,,,
1036,R25 000,Sea Point,,2,,,,,,
1212,R25 000,Fresnaye,,2,,,,,,
1272,R25 000,Sea Point,,2,,,,,,
1279,R25 000,Fresnaye,,2,,,,,,
1293,R25 000,Fresnaye,,2,,,,,,
1299,R25 000,Cape Town City Centre,,2,,,,,,
1459,R25 000,Sea Point,,3,,,,,,
1571,R25 000,Cape Town City Centre,,1.5,,,,,,
1766,R25 000,Green Point,1 High Level Road,,,,,,,
1782,R25 000,Sea Point,,2,,,,,,
1882,R25 000,Green Point,1 Upper Portswood Road,3,,,,,,
1956,R25 000,Three Anchor Bay,,2,,,,,,
1973,R25 000,Green Point,26 Braemar Road,3,,,,,,
2021,R25 000,Cape Town City Centre,,3,,,,,,
2097,R25 000,Camps Bay,,3,,,,,,
2316,R25 000,Green Point,26 Braemar Road,3,,,,,,
2548,R25 000,Camps Bay,,2,,,,,,
2571,R25 000,Mouille Point,,2,,,,,,
2795,R25 000,De Waterkant,,2,,,,,,
2908,R25 000,Mouille Point,,2,,,,,,
2952,R25 000,Green Point,,2,,,,,,
3165,R25 000,Sea Point,,2,,,,,,
3548,R25 000,Camps Bay,,2,,,,,,
3611,R25 000,Camps Bay,,2,,,,,,
3659,R25 000,Mouille Point,,2,,,,,,
3665,R25 000,Camps Bay,,2,,,,,,
3782,R25 000,Fresnaye,,2,,,,,,
3880,R25 000,Mouille Point,,2,,,,,,
3974,R25 000,Green Point,,2,,,,,,
4156,R25 000,Cape Town City Centre,,3,,,,,,
4160,R25 000,Cape Town City Centre,,3,,,,,,
4211,R25 000,De Waterkant,,3,,,,,,
4266,R25 000,Sea Point,,2,,,,,,
4443,R25 000,Cape Town City Centre,,2,,,,,,
4455,R25 000,Cape Town City Centre,,3,,,,,,
4668,R25 000,Cape Town City Centre,,1,,,,,,
4671,R25 000,Cape Town City Centre,,3,,,,,,
4702,R25 000,Green Point,,2,,,,,,
4718,R25 000,Fresnaye,,3,,,,,,
4915,R25 000,Sea Point,,2,,,,,,
5018,R25 000,Sea Point,,3,,,,,,
48,R25 500,Sea Point,10 Quendon Road,2,,,,,,
3970,R25 600,Green Point,,2,,,,,,
1730,R25 900,Sea Point,10 Quendon Road,2,,,,,,
36,R26 000,Sea Point,239 Beach Rd,3,,,,,,
474,R26 000,De Waterkant,,1,,,,,,
1554,R26 000,Gardens,247 Bree Street,2,,,,,,
1939,R26 000,Sea Point,7 Avenue St Denis Street,2,,,,,,
2041,R26 000,Sea Point,,2,,,,,,
2448,R26 000,Camps Bay,59 Rottingdean Road,2,,,,,,
3536,R26 000,Green Point,,2,,,,,,
4315,R26 000,Mouille Point,,2,,,,,,
4587,R26 000,Sea Point,,2,,,,,,
4667,R26 000,Sea Point,404 Palm Beach 293 Beach Road Sea Point,3,,,,,,
4675,R26 000,Vredehoek,,2,,,,,,
5060,R26 000,Sea Point,,2,,,,,,
5099,R26 000,Camps Bay,,2,,,,,,
2846,R26 500,Cape Town City Centre,,2,,,,,,
114,R27 000,Waterfront,15 Fish Quay Street,2,,,,,,
390,R27 000,Sea Point,"303 The Solis, 7 High Level Road",2,,,,,,
449,R27 000,Sea Point,103 Regent Road Sea Point,2,,,,,,
689,R27 000,Cape Town City Centre,Wale Street,2,,,,,,
699,R27 000,De Waterkant,117 Strand St,2,,,,,,
1656,R27 000,Sea Point,,3,,,,,,
2031,R27 000,Bantry Bay,"15 Craigrownie Road, Bantry Bay, Cape Town, South Africa",3,,,,,,
2137,R27 000,Green Point,,2,,,,,,
2370,R27 000,Bantry Bay,,2,,,,,,
2911,R27 000,Bantry Bay,,2,,,,,,
3539,R27 000,Waterfront,,1,,,,,,
4469,R27 000,Waterfront,,2,,,,,,
4471,R27 000,Waterfront,,2,,,,,,
3415,R27 500,Rondebosch,,4,,,,,,
3884,R27 500,Bakoven,,3,,,,,,
4321,R27 500,Camps Bay,,2,,,,,,
539,R28 000,Foreshore,,2,,,,,,
685,R28 000,Fresnaye,,2,,,,,,
755,R28 000,Sea Point,,3,,,,,,
763,R28 000,Sea Point,,3,,,,,,
897,R28 000,Sea Point,,2,,,,,,
2427,R28 000,Llandudno,19 Bosman Ave,2,,,,,,
2714,R28 000,Sea Point,,2,,,,,,
2819,R28 000,Cape Town City Centre,,3,,,,,,
2838,R28 000,Sea Point,,3,,,,,,
2960,R28 000,Fresnaye,297 High Level Road,2,,,,,,
3341,R28 000,Clifton,,1,,,,,,
4493,R28 000,Sea Point,,3,,,,,,
4500,R28 000,Sea Point,,3,,,,,,
5052,R28 000,Fresnaye,,2,,,,,,
4280,R28 100,Waterfront,,2,,,,,,
4333,R28 500,Rondebosch Village,,4,,,,,,
786,R29 000,Sea Point,60 Leawayne Gardens 67 Regent Road Sea Point,4,,,,,,
1163,R29 000,Waterfront,,2,,,,,,
4008,R29 000,Bantry Bay,,2,,,,,,
4088,R29 000,Sea Point,,2,,,,,,
4690,R29 000,Camps Bay,,3,,,,,,
413,R29 500,Waterfront,"1 Dock Road, Marina Residential",3,,,,,,
4768,R29 500,Cape Town City Centre,,3,,,,,,
4782,R29 500,Cape Town City Centre,167 Loop Street,3,,,,,,
4913,R29 500,Cape Town City Centre,,3,,,,,,
4962,R29 500,Cape Town City Centre,,3,,,,,,
2233,R29 950,Waterfront,,1,,,,,,
73,R30 000,Sea Point,279 Beach Rd,1,,,,,,
135,R30 000,Mouille Point,704b South Seas 129 Beach Road,2,,,,,,
161,R30 000,Cape Town City Centre,24 Wale Street,2,,,,,,
676,R30 000,Sea Point,,3,,,,,,
709,R30 000,Mouille Point,,2,,,,,,
875,R30 000,Mouille Point,,2,,,,,,
972,R30 000,Foreshore,4 Christiaan Barnard Street,1,,,,,,
978,R30 000,Sea Point,,2,,,,,,
1237,R30 000,Vredehoek,,3,,,,,,
1296,R30 000,Bantry Bay,1 Alexander Rd,2,,,,,,
1388,R30 000,Sea Point,,2,,,,,,
1605,R30 000,Mouille Point,,2,,,,,,
2696,R30 000,Green Point,,2,,,,,,
2700,R30 000,Sea Point,,2,,,,,,
2855,R30 000,Waterfront,"302 Ellesmere, The Marina",2,,,,,,
2912,R30 000,Green Point,,3,,,,,,
2949,R30 000,De Waterkant,70 Prestwich Street,2,,,,,,
3431,R30 000,Higgovale,,3,,,,,,
3652,R30 000,Vredehoek,,2,,,,,,
3696,R30 000,Waterfront,"1 Dock Road, V&a Waterfront",2,,,,,,
3872,R30 000,Oranjezicht,,3,,,,,,
3882,R30 000,Camps Bay,1 Isidore Cohen Place,3,,,,,,
3903,R30 000,Bantry Bay,1 Craigrownie Road,2,,,,,,
3987,R30 000,Waterfront,"Unit 411, Canal Quays, Roggebaai Canal",1,,,,,,
4016,R30 000,Cape Town City Centre,16 The Sentinal Leeuwen Street Cape Town,3,,,,,,
4077,R30 000,Green Point,,2,,,,,,
4223,R30 000,Bantry Bay,,,,,,,,
4521,R30 000,Kalk Bay,,3,,,,,,
4532,R30 000,Sea Point,,2,,,,,,
4539,R30 000,Camps Bay,,2,,,,,,
4547,R30 000,Waterfront,,1,,,,,,
4651,R30 000,Mouille Point,,2,,,,,,
4719,R30 000,Sea Point,,2,,,,,,
4801,R30 000,Waterfront,,3,,,,,,
5008,R30 000,Waterfront,,1,,,,,,
5107,R30 000,Waterfront,,2,,,,,,
5118,R30 000,Green Point,,2,,,,,,
353,R32 000,Cape Town City Centre,,2,,,,,,
635,R32 000,Green Point,,3,,,,,,
792,R32 000,Sea Point,,2,,,,,,
1974,R32 000,Sea Point,,4,,,,,,
2958,R32 000,Camps Bay,,3,,,,,,
2959,R32 000,Camps Bay,,3,,,,,,
4068,R32 000,Mouille Point,,2,,,,,,
4729,R32 000,De Waterkant,,2,,,,,,
4896,R32 000,Cape Town City Centre,,3,,,,,,
765,R32 500,De Waterkant,,2,,,,,,
168,R33 000,Green Point,23 Merriman Road,3,,,,,,
476,R33 000,Clifton,52 Victoria Road,1,,,,,,
625,R33 000,Waterfront,"1 Dock Road, Waterfront",3,,,,,,
876,R33 000,Green Point,,3,,,,,,
879,R33 000,Bantry Bay,5 Seacliffe Road,1,,,,,,
1375,R33 000,Kalk Bay,6 Dalebrook Road,2,,,,,,
1385,R33 000,De Waterkant,,2,,,,,,
1668,R33 000,Green Point,,3,,,,,,
4151,R33 000,Mouille Point,,2,,,,,,
4663,R33 000,Sea Point,,4,,,,,,
629,R34 000,Sea Point,,4,,,,,,
1046,R34 000,Camps Bay,55 Rottingdean Road Camps Bay 8005,5,,,,,,
1136,R34 000,Waterfront,,1,,,,,,
3132,R34 000,Camps Bay,,3,,,,,,
3939,R34 000,Mouille Point,,2,,,,,,
2723,R34 500,Llandudno,,4,,,,,,
2725,R34 500,Llandudno,,4,,,,,,
33,R35 000,Cape Town City Centre,16 Bree St,3,,,,,,
37,R35 000,Mouille Point,129 Beach Road,2,,,,,,
479,R35 000,Three Anchor Bay,,2,,,,,,
579,R35 000,De Waterkant,32 Prestwich Street De Waterkant Cape Town 8005,4,,,,,,
582,R35 000,De Waterkant,32 Prestwich Street De Waterkant Cape Town 8005,4,,,,,,
702,R35 000,De Waterkant,,2,,,,,,
733,R35 000,Kalk Bay,6 Dalebrook,2,,,,,,
764,R35 000,Camps Bay,35 Medburn Road,3,,,,,,
773,R35 000,Sea Point,,2,,,,,,
847,R35 000,Mouille Point,The Granger 512 The Granger,1,,,,,,
872,R35 000,Waterfront,,2,,,,,,
877,R35 000,Waterfront,,2,,,,,,
1040,R35 000,De Waterkant,,3,,,,,,
1049,R35 000,Green Point,,4,,,,,,
1080,R35 000,Mouille Point,,2,,,,,,
1112,R35 000,Gardens,,2,,,,,,
1202,R35 000,Waterfront,,2,,,,,,
1405,R35 000,Camps Bay,"209 The Crystal, 27 Woodford Avenue",3,,,,,,
1427,R35 000,Sea Point,,3,,,,,,
1456,R35 000,Cape Town City Centre,23 Parliament Street,3,,,,,,
1575,R35 000,Fresnaye,,3,,,,,,
1636,R35 000,Camps Bay,,3,,,,,,
1641,R35 000,Oranjezicht,,1,,,,,,
1746,R35 000,Mouille Point,,2,,,,,,
2042,R35 000,Newlands,,3,,,,,,
2052,R35 000,Bakoven,6b Victoria Road,3,,,,,,
2055,R35 000,Newlands,,3,,,,,,
2080,R35 000,Gardens,,1,,,,,,
2185,R35 000,Camps Bay,,2,,,,,,
2253,R35 000,Waterfront,,2,,,,,,
2310,R35 000,Mouille Point,,2,,,,,,
2341,R35 000,Fresnaye,,2,,,,,,
2443,R35 000,Gardens,,3,,,,,,
2522,R35 000,De Waterkant,,3,,,,,,
2551,R35 000,Clifton,,1,,,,,,
2602,R35 000,Cape Town City Centre,,3,,,,,,
2634,R35 000,Mouille Point,,2,,,,,,
2697,R35 000,Green Point,,3,,,,,,
2712,R35 000,Fresnaye,,2,,,,,,
2800,R35 000,Waterfront,,3,,,,,,
2965,R35 000,Kalk Bay,,2,,,,,,
3226,R35 000,Tamboerskloof,,1,,,,,,
3276,R35 000,Sea Point,229 Main Rd,2,,,,,,
3316,R35 000,Sea Point,,2,,,,,,
3445,R35 000,Waterfront,,1,,,,,,
3671,R35 000,Mouille Point,,2,,,,,,
3834,R35 000,Waterfront,,1,,,,,,
3875,R35 000,Mouille Point,,3,,,,,,
3876,R35 000,Waterfront,,1,,,,,,
4158,R35 000,Clifton,"105 San Michele, 52 Victoria Road",1,,,,,,
4336,R35 000,Waterfront,,2,,,,,,
4439,R35 000,Mouille Point,,3,,,,,,
4507,R35 000,Waterfront,,2,,,,,,
4530,R35 000,Waterfront,,2,,,,,,
4557,R35 000,De Waterkant,,2,,,,,,
4570,R35 000,Gardens,,1,,,,,,
4796,R35 000,Mouille Point,,3,,,,,,
4854,R35 000,Waterfront,,2,,,,,,
4978,R35 000,Waterfront,,2,,,,,,
5011,R35 000,Waterfront,,1,,,,,,
3888,R35 800,Clifton,,2,,,,,,
641,R36 000,Waterfront,"No 3 Silo, Silo District, V&a Waterfront",2,,,,,,
4253,R36 000,Waterfront,"Unit 307, Canal Quays, Roggebaai Canal",2,,,,,,
559,R36 500,Sea Point,"603 Doverhurst, 5 Dover Rd Sea Point",3,,,,,,
374,R37 000,De Waterkant,,3,,,,,,
441,R37 000,De Waterkant,,3,,,,,,
574,R37 000,Green Point,,3,,,,,,
4642,R37 000,Clifton,,2,,,,,,
4654,R37 000,Clifton,,2,,,,,,
4261,R37 500,Waterfront,,3,,,,,,
338,R38 000,Waterfront,,2,,,,,,
345,R38 000,Waterfront,,2,,,,,,
490,R38 000,Waterfront,1 Dock Road,2,,,,,,
2240,R38 000,Camps Bay,,3,,,,,,
2442,R38 000,Waterfront,,2,,,,,,
2850,R38 000,Higgovale,,3,,,,,,
3220,R38 000,Higgovale,,3,,,,,,
3662,R38 000,Waterfront,,2,,,,,,
3947,R38 000,Waterfront,,2,,,,,,
3966,R38 000,Waterfront,9 Marina One Quay Street,2,,,,,,
4340,R38 000,Waterfront,,2,,,,,,
4459,R38 000,Green Point,,3,,,,,,
4575,R38 000,Sea Point,,3,,,,,,
4762,R38 000,Clifton,,2,,,,,,
4763,R38 000,Clifton,,2,,,,,,
4779,R38 000,Sea Point,,2,,,,,,
4781,R38 000,Sea Point,,2,,,,,,
1247,R38 500,De Waterkant,,3,,,,,,
4283,R38 500,Clifton,,2,,,,,,
4330,R38 500,Clifton,,2,,,,,,
5069,R38 500,Camps Bay,,3,,,,,,
140,R39 000,Sea Point,1 Barkly Road,3,,,,,,
1184,R39 000,Bakoven,,3,,,,,,
2171,R39 000,Camps Bay,,3,,,,,,
3162,R39 000,Bakoven,,5,,,,,,
3277,R39 000,Camps Bay,1 Victoria Road,3,,,,,,
3967,R39 000,Cape Town City Centre,,3,,,,,,
3984,R39 000,Cape Town City Centre,,3,,,,,,
4187,R39 000,Clifton,,2,,,,,,
4236,R39 000,Bakoven,,3,,,,,,
907,R39 500,Sea Point,1018 Upper Dean Road,3,,,,,,
3574,R39 500,Bakoven,1 Victoria Road,3,,,,,,
4138,R39 500,Camps Bay,,3,,,,,,
3965,R39 950,Green Point,,3,,,,,,
4141,R39 950,Green Point,,3,,,,,,
28,R40 000,Sea Point,166 Ocean View Drive,4,,,,,,
166,R40 000,Sea Point,55 St Johns,2,,,,,,
404,R40 000,Mouille Point,77 Beach Road,3,,,,,,
739,R40 000,Clifton,"San Michele, 52 Victoria Road",2,,,,,,
775,R40 000,Waterfront,,2,,,,,,
860,R40 000,Green Point,7 Thornhill Rd,3,,,,,,
973,R40 000,Foreshore,4 Christiaan Barnard Street,2,,,,,,
1024,R40 000,Waterfront,"No.3 Silo, South Arm Road, Waterfront",2,,,,,,
1127,R40 000,Mouille Point,Westridge Beach Road,3,,,,,,
1139,R40 000,De Waterkant,46 Chiappini Street,3,,,,,,
1157,R40 000,Sea Point,,3,,,,,,
1181,R40 000,Waterfront,,2,,,,,,
1472,R40 000,Camps Bay,,3,,,,,,
1500,R40 000,Sea Point,,2,,,,,,
1589,R40 000,Sea Point,"229 Main Road, Three Anchor Bay",2,,,,,,
1643,R40 000,Clifton,,2,,,,,,
1765,R40 000,Camps Bay,,3,,,,,,
1995,R40 000,Camps Bay,,3,,,,,,
2094,R40 000,Waterfront,,2,,,,,,
2179,R40 000,Waterfront,,2,,,,,,
2681,R40 000,Camps Bay,2 Argyle Street,3,,,,,,
2727,R40 000,De Waterkant,,3,,,,,,
2728,R40 000,De Waterkant,,3,,,,,,
2865,R40 000,Sea Point,,3,,,,,,
2938,R40 000,Camps Bay,,3,,,,,,
3188,R40 000,Waterfront,,2,,,,,,
3425,R40 000,Mouille Point,,2,,,,,,
3679,R40 000,Bantry Bay,6 Ave St Leon,1,,,,,,
3691,R40 000,Green Point,,3,,,,,,
3873,R40 000,Mouille Point,"South Seas, 129 Beach Road",2,,,,,,
4000,R40 000,Mouille Point,,3,,,,,,
4012,R40 000,Camps Bay,,3,,,,,,
4172,R40 000,Waterfront,,2,,,,,,
4318,R40 000,Camps Bay,,3,,,,,,
4386,R40 000,Waterfront,,2,,,,,,
4392,R40 000,Bantry Bay,,3,,,,,,
4394,R40 000,Waterfront,,2,,,,,,
4495,R40 000,Sea Point,,3,,,,,,
4612,R40 000,Camps Bay,,3,,,,,,
4700,R40 000,Clifton,,1,,,,,,
4701,R40 000,Sea Point,,2,,,,,,
4981,R40 000,Waterfront,,1,,,,,,
4987,R40 000,Waterfront,,1,,,,,,
5048,R40 000,Waterfront,,2,,,,,,
2844,R41 000,Mouille Point,,3,,,,,,
1357,R42 000,Sea Point,,4,,,,,,
2981,R42 000,Sea Point,,4,,,,,,
3200,R42 000,Three Anchor Bay,,4,,,,,,
4945,R42 000,Waterfront,,2,,,,,,
5028,R42 000,Waterfront,,2,,,,,,
1539,R42 500,Cape Town City Centre,,2,,,,,,
2305,R42 500,Green Point,,4,,,,,,
3306,R42 500,Green Point,,4,,,,,,
4435,R42 500,Sea Point,,3,,,,,,
783,R44 500,Waterfront,,3,,,,,,
2828,R44 500,Waterfront,2 Marina One Quay Street,3,,,,,,
3654,R44 500,Waterfront,"502 Bannockburn, V & A Waterfront Marina",3,,,,,,
3765,R44 500,Waterfront,,3,,,,,,
3767,R44 500,Waterfront,,3,,,,,,
3778,R44 500,Waterfront,,3,,,,,,
3824,R44 500,Waterfront,,3,,,,,,
3839,R44 500,Waterfront,,3,,,,,,
72,R45 000,Sea Point,10 Quendon Road,3,,,,,,
361,R45 000,Waterfront,,2,,,,,,
522,R45 000,Camps Bay,"Penthouse, 4 Woodford Avenue Camps Bay",3,,,,,,
524,R45 000,Sea Point,,3,,,,,,
529,R45 000,Camps Bay,,2,,,,,,
712,R45 000,Green Point,,3,,,,,,
823,R45 000,Sea Point,,2,,,,,,
846,R45 000,Sea Point,,2,,,,,,
985,R45 000,Sea Point,,3,,,,,,
1101,R45 000,Green Point,,3,,,,,,
1216,R45 000,Sea Point,6 Solomon Street,3,,,,,,
1246,R45 000,De Waterkant,32 Prestwich St,4,,,,,,
1541,R45 000,Sea Point,,2,,,,,,
1709,R45 000,Sea Point,6 Solomons Road,2,,,,,,
1858,R45 000,Camps Bay,,4,,,,,,
2061,R45 000,Green Point,"Unit 301, The Chepstow, 22 Chepstow Road",3,,,,,,
2262,R45 000,Sea Point,,2,,,,,,
2291,R45 000,Sea Point,,2,,,,,,
2298,R45 000,Sea Point,,2,,,,,,
2300,R45 000,Sea Point,,2,,,,,,
2355,R45 000,Camps Bay,,3,,,,,,
2431,R45 000,Clifton,,2,,,,,,
2779,R45 000,Sea Point,,2,,,,,,
2857,R45 000,Waterfront,,2,,,,,,
3464,R45 000,Clifton,46 Victoria Rd,2,,,,,,
3584,R45 000,Waterfront,9 Marina One Quay Street,3,,,,,,
3653,R45 000,Camps Bay,,3,,,,,,
3676,R45 000,Camps Bay,,3,,,,,,
3818,R45 000,Sea Point,6 Solomons Road,2,,,,,,
3879,R45 000,Sea Point,,3,,,,,,
3991,R45 000,Sea Point,237 Beach Road,3,,,,,,
4113,R45 000,Camps Bay,,3,,,,,,
4152,R45 000,Bantry Bay,6 Seacliff Rd,2,,,,,,
4153,R45 000,Bantry Bay,6 Seacliff Rd,2,,,,,,
4194,R45 000,Sea Point,,2,,,,,,
4204,R45 000,Camps Bay,,3,,,,,,
4348,R45 000,Waterfront,,2,,,,,,
4373,R45 000,Waterfront,,2,,,,,,
4427,R45 000,Waterfront,,2,,,,,,
4438,R45 000,Sea Point,,3,,,,,,
4527,R45 000,Waterfront,,2,,,,,,
4664,R45 000,Sea Point,,2,,,,,,
4666,R45 000,Green Point,,3,,,,,,
4759,R45 000,Sea Point,,3,,,,,,
4785,R45 000,Bantry Bay,,2,,,,,,
4786,R45 000,Bantry Bay,,2,,,,,,
4817,R45 000,Sea Point,,3,,,,,,
4956,R45 000,Bantry Bay,,2,,,,,,
4975,R45 000,Bantry Bay,,2,,,,,,
5067,R45 000,Clifton,,2,,,,,,
5116,R45 000,Sea Point,,2,,,,,,
5121,R45 000,Waterfront,,2,,,,,,
3848,R47 000,Waterfront,,2,,,,,,
540,R48 000,Clifton,,3,,,,,,
4329,R48 000,Sea Point,,3,,,,,,
313,R49 000,Sea Point,,3,,,,,,
1812,R49 000,Clifton,,3,,,,,,
4080,R49 000,Camps Bay,,3,,,,,,
760,R49 500,Cape Town City Centre,,3,,,,,,
1429,R49 950,Waterfront,,2,,,,,,
275,R50 000,Sea Point,219 Main Road,4,,,,,,
434,R50 000,Green Point,,4,,,,,,
534,R50 000,Green Point,,4,,,,,,
543,R50 000,Green Point,,4,,,,,,
637,R50 000,Three Anchor Bay,,4,,,,,,
721,R50 000,Sea Point,,4,,,,,,
799,R50 000,Sea Point,219 Main Road,4,,,,,,
974,R50 000,Foreshore,4 Christiaan Barnard Street,3,,,,,,
1088,R50 000,Green Point,,4,,,,,,
1110,R50 000,Waterfront,,2,,,,,,
1486,R50 000,Sea Point,,2,,,,,,
1593,R50 000,Sea Point,,2,,,,,,
1663,R50 000,Waterfront,,2,,,,,,
1950,R50 000,Waterfront,,2,,,,,,
2430,R50 000,Three Anchor Bay,,4,,,,,,
2542,R50 000,Mouille Point,,3,,,,,,
2735,R50 000,Camps Bay,,3,,,,,,
3044,R50 000,Waterfront,,2,,,,,,
3428,R50 000,Sea Point,12 St Johns Road,2,,,,,,
3695,R50 000,Sea Point,7 Main Drive,2,,,,,,
3864,R50 000,Waterfront,,2,,,,,,
3988,R50 000,Waterfront,,2,,,,,,
4069,R50 000,Camps Bay,,3,,,,,,
4110,R50 000,Camps Bay,,3,,,,,,
4168,R50 000,Three Anchor Bay,,2,,,,,,
4247,R50 000,Cape Town City Centre,,2,,,,,,
4491,R50 000,Camps Bay,,3,,,,,,
4526,R50 000,Fresnaye,,2,,,,,,
4546,R50 000,Mouille Point,,2,,,,,,
4685,R50 000,Bantry Bay,,2,,,,,,
4733,R50 000,Camps Bay,,3,,,,,,
4884,R50 000,Waterfront,,2,,,,,,
4897,R50 000,Waterfront,,2,,,,,,
4944,R50 000,Camps Bay,,3,,,,,,
2811,R54 900,Clifton,"Villa Cap D'afrique, 2 Victoria Road",3,,,,,,
2812,R54 900,Clifton,"Villa Cap D'afrique, 2 Victoria Road",3,,,,,,
378,R55 000,Waterfront,,2,,,,,,
428,R55 000,Mouille Point,,3,,,,,,
463,R55 000,Waterfront,,3,,,,,,
616,R55 000,Waterfront,,3,,,,,,
1019,R55 000,Camps Bay,,3,,,,,,
1145,R55 000,Waterfront,,3,,,,,,
1474,R55 000,Mouille Point,,3,,,,,,
1949,R55 000,Waterfront,,3,,,,,,
2126,R55 000,Green Point,,2,,,,,,
2515,R55 000,Green Point,,4,,,,,,
2545,R55 000,Green Point,,3,,,,,,
2563,R55 000,Camps Bay,4 Woodford Avenue,3,,,,,,
3025,R55 000,Bakoven,,3,,,,,,
3040,R55 000,Bakoven,,3,,,,,,
3870,R55 000,Waterfront,,3,,,,,,
4018,R55 000,Mouille Point,35 Beach Road,3,,,,,,
4025,R55 000,Waterfront,,3,,,,,,
4044,R55 000,Camps Bay,,3,,,,,,
4121,R55 000,Sea Point,10 Solomons Rd,3,,,,,,
4124,R55 000,Sea Point,10 Solomons Rd,3,,,,,,
4126,R55 000,Bantry Bay,6 Seacliff Rd,3,,,,,,
4423,R55 000,Sea Point,,4,,,,,,
4487,R55 000,Waterfront,,3,,,,,,
4528,R55 000,Clifton,,3,,,,,,
4551,R55 000,Bantry Bay,,3,,,,,,
4562,R55 000,Waterfront,,3,,,,,,
4620,R55 000,Waterfront,,3,,,,,,
4677,R55 000,Bantry Bay,,4,,,,,,
4739,R55 000,Waterfront,,2,,,,,,
4832,R55 000,Clifton,,3,,,,,,
4838,R55 000,Bantry Bay,,3,,,,,,
4850,R55 000,Waterfront,,2,,,,,,
4901,R55 000,Waterfront,,3,,,,,,
4923,R55 000,Waterfront,,2,,,,,,
4964,R55 000,Bantry Bay,,3,,,,,,
4967,R55 000,Bantry Bay,,3,,,,,,
4982,R55 000,Bantry Bay,,3,,,,,,
4846,R58 000,Camps Bay,,3,,,,,,
3373,R59 000,Bantry Bay,29 Victoria Road,2,,,,,,
368,R60 000,Sea Point,,3,,,,,,
550,R60 000,Three Anchor Bay,1002 Versailles Main Road Three Anchor Bay,4,,,,,,
687,R60 000,De Waterkant,117 On Strand,2,,,,,,
949,R60 000,Sea Point,,3,,,,,,
950,R60 000,Sea Point,,3,,,,,,
1219,R60 000,Waterfront,,3,,,,,,
1623,R60 000,Sea Point,,3,,,,,,
1886,R60 000,Camps Bay,,3,,,,,,
2643,R60 000,Waterfront,,3,,,,,,
3720,R60 000,Clifton,,2,,,,,,
3832,R60 000,Camps Bay,,2,,,,,,
3836,R60 000,Camps Bay,,3,,,,,,
4135,R60 000,Camps Bay,,3,,,,,,
4222,R60 000,Cape Town City Centre,,2,,,,,,
4387,R60 000,Camps Bay,,3,,,,,,
4569,R60 000,Camps Bay,,3,,,,,,
4646,R60 000,Camps Bay,,3,,,,,,
4655,R60 000,Sea Point,,3,,,,,,
4792,R60 000,Waterfront,,2,,,,,,
4822,R60 000,Mouille Point,,3,,,,,,
5093,R60 000,Waterfront,,3,,,,,,
3532,R62 000,Camps Bay,125 Victoria Road,3,,,,,,
3650,R62 500,Sea Point,,3,,,,,,
3833,R62 500,Sea Point,,3,,,,,,
358,R65 000,Waterfront,,3,,,,,,
364,R65 000,Waterfront,,3,,,,,,
1517,R65 000,Camps Bay,,2,,,,,,
2297,R65 000,Bantry Bay,,3,,,,,,
2707,R65 000,Clifton,,3,,,,,,
3690,R65 000,Camps Bay,,3,,,,,,
3924,R65 000,Waterfront,,3,,,,,,
4062,R65 000,Bantry Bay,,3,,,,,,
4181,R65 000,De Waterkant,,2,,,,,,
4250,R65 000,Clifton,,3,,,,,,
4380,R65 000,Camps Bay,,3,,,,,,
4472,R65 000,Bakoven,,3,,,,,,
4563,R65 000,De Waterkant,,2,,,,,,
4669,R65 000,Clifton,,3,,,,,,
4422,R66 000,Waterfront,,3,,,,,,
1142,R68 000,Camps Bay,,1,,,,,,
4388,R68 000,Camps Bay,,3,,,,,,
4681,R68 000,Bakoven,,3,,,,,,
1634,R68 500,Camps Bay,125 Victoria Road,3,,,,,,
2187,R68 500,Camps Bay,,3,,,,,,
2208,R70 000,Sea Point,,4,,,,,,
2742,R70 000,Bantry Bay,,3,,,,,,
4182,R70 000,Bantry Bay,,3,,,,,,
4458,R70 000,Cape Town City Centre,186 Loop Street,3,,,,,,
5029,R70 000,Waterfront,,3,,,,,,
357,R75 000,Waterfront,,4,,,,,,
3017,R75 000,Clifton,56 Victoria Road,2,,,,,,
4755,R75 000,Camps Bay,,3,,,,,,
4334,R75 001,Bantry Bay,,5,,,,,,
2622,R80 000,Waterfront,,3,,,,,,
2623,R80 000,Waterfront,,3,,,,,,
2670,R80 000,Clifton,"2 Clifton Boulders, 34 Victoria Road",3,,,,,,
2757,R80 000,Camps Bay,,3,,,,,,
2758,R80 000,Camps Bay,,3,,,,,,
2895,R80 000,Bantry Bay,,3,,,,,,
