,Price,Locate,Address,Beds,,,,,,
2913,R16 500,De Waterkant,,2,,,,,,
2946,R16 500,Claremont,,2,,,,,,
2973,R16 500,Sea Point,12 Blackheath Road,2,,,,,,
3203,R16 500,Sea Point,,2,,,,,,
3234,R16 500,Sea Point,1 Milner Road,2,,,,,,
3333,R16 500,Vredehoek,,2,,,,,,
3439,R16 500,De Waterkant,,2,,,,,,
3605,R16 500,Sea Point,,3,,,,,,
3721,R16 500,Green Point,,2,,,,,,
3763,R16 500,Claremont,,2,,,,,,
3933,R16 500,Sea Point,,3,,,,,,
4228,R16 500,Gardens,,1,,,,,,
4657,R16 500,Tamboerskloof,,2,,,,,,
4692,R16 500,Rondebosch,,2,,,,,,
4938,R16 500,Sea Point,,1,,,,,,
167,R16 800,Tamboerskloof,36 Brownlow Rd,2,,,,,,
1431,R16 850,Rondebosch,,3,,,,,,
544,R16 900,Vredehoek,,3,,,,,,
549,R16 900,Vredehoek,,3,,,,,,
2833,R16 900,Green Point,78 High Level Road,2,,,,,,
200,R16 950,Vredehoek,"1 Misgav Mansions, 57 Exner Ave",2,,,,,,
304,R17 000,Sea Point,3 Selborne Road,2,,,,,,
396,R17 000,Cape Town City Centre,,2,,,,,,
790,R17 000,Fresnaye,36 Ave Protea,2,,,,,,
1147,R17 000,Cape Town City Centre,,2,,,,,,
1156,R17 000,Waterfront,,1,,,,,,
1177,R17 000,Newlands,3a Kelvin Rd,3,,,,,,
1501,R17 000,Green Point,,3,,,,,,
1510,R17 000,Cape Town City Centre,16 Bree Street,2,,,,,,
1792,R17 000,Gardens,Sloane Square 173 Buitenkant St,2,,,,,,
1793,R17 000,Gardens,,2,,,,,,
1975,R17 000,Green Point,,2,,,,,,
2214,R17 000,Green Point,"Eclipse, 27 Main Road",2,,,,,,
2250,R17 000,Gardens,,2,,,,,,
2252,R17 000,Claremont Upper,,3,,,,,,
2254,R17 000,Gardens,,2,,,,,,
2528,R17 000,Sea Point,,2,,,,,,
2630,R17 000,Mouille Point,,2,,,,,,
2642,R17 000,Mouille Point,,2,,,,,,
2765,R17 000,Cape Town City Centre,,2,,,,,,
3114,R17 000,Sea Point,395 Main Road,2,,,,,,
4034,R17 000,Sea Point,,2,,,,,,
4073,R17 000,Fresnaye,,1,,,,,,
4115,R17 000,Sea Point,,2,,,,,,
4116,R17 000,Sea Point,,2,,,,,,
4224,R17 000,Green Point,,1,,,,,,
4627,R17 000,De Waterkant,,1,,,,,,
4849,R17 000,Cape Town City Centre,,2,,,,,,
4860,R17 080,Sea Point,,1,,,,,,
3080,R17 400,Woodstock,,2,,,,,,
4154,R17 499,Cape Town City Centre,"Burg St & Wale St, Cape Town City Centre, Cape Town, 8000, South Africa",2,,,,,,
112,R17 500,Claremont,15 Hugon Rd,2,,,,,,
146,R17 500,Cape Town City Centre,6 Bree Street,2,,,,,,
173,R17 500,Camps Bay,59 Rottingdean Road,2,,,,,,
251,R17 500,Huis-En-Bos,26 Klein Constantia Road,,,,,,,
265,R17 500,Sea Point,,2,,,,,,
331,R17 500,Cape Town City Centre,,2,,,,,,
608,R17 500,Camps Bay,,2,,,,,,
623,R17 500,Gardens,44 De Lorenz Street,2,,,,,,
653,R17 500,Gardens,4 Hof Street,2,,,,,,
728,R17 500,Gardens,,1,,,,,,
736,R17 500,Cape Town City Centre,16 Bree Street,2,,,,,,
841,R17 500,Gardens,,1,,,,,,
889,R17 500,Cape Town City Centre,16 Bree,2,,,,,,
1071,R17 500,Sea Point,,3,,,,,,
1093,R17 500,Gardens,4 Hof Street,2,,,,,,
1182,R17 500,Mouille Point,,2,,,,,,
1291,R17 500,Green Point,,,,,,,,
1345,R17 500,Cape Town City Centre,63 Rose Street,1,,,,,,
1466,R17 500,Claremont,3 Herschel Close,2,,,,,,
2025,R17 500,De Waterkant,208 Piazza Loader Street,2,,,,,,
2345,R17 500,Cape Town City Centre,130 Bree St,2,,,,,,
2465,R17 500,Gardens,,2,,,,,,
2620,R17 500,Mouille Point,"119 Beach Road, Mouille Point",2,,,,,,
2690,R17 500,Claremont Upper,5 Hugon Rd,3,,,,,,
2721,R17 500,Claremont Upper,,2,,,,,,
3059,R17 500,De Waterkant,,2,,,,,,
3209,R17 500,Sea Point,,2,,,,,,
3777,R17 500,Cape Town City Centre,,2,,,,,,
4009,R17 500,Cape Town City Centre,,2,,,,,,
4212,R17 500,Cape Town City Centre,166811 Loop Street,2,,,,,,
4893,R17 500,Sea Point,,2,,,,,,
4953,R17 500,Foreshore,,2,,,,,,
5033,R17 500,Devils Peak Estate,,2,,,,,,
5039,R17 500,Three Anchor Bay,,3,,,,,,
1426,R17 600,Three Anchor Bay,221 Main Road,2,,,,,,
3317,R17 700,Cape Town City Centre,,1,,,,,,
4881,R17 710,Sea Point,,1,,,,,,
734,R17 800,Claremont Upper,4 Feldhausen Rd,2,,,,,,
4480,R17 800,Sea Point,,2,,,,,,
919,R17 900,Sea Point,7 Worcester Road (12039),3,,,,,,
920,R17 900,Sea Point,7 Worcester Road (12039),3,,,,,,
1986,R17 900,Gardens,,2,,,,,,
2577,R17 900,Sea Point,12 Bertram Rd.,2.5,,,,,,
2629,R17 900,Cape Town City Centre,,2,,,,,,
884,R17 950,Sea Point,,2,,,,,,
3530,R17 950,Sea Point,,2,,,,,,
4904,R17 950,Bantry Bay,1 Craigrownie Road,2,,,,,,
3,R18 000,Sea Point,140 Ocean View Dr,2,,,,,,
69,R18 000,Cape Town City Centre,"57 Heerengracht St, The Onyx.",2,,,,,,
85,R18 000,Claremont Upper,25 Protea Road,2,,,,,,
87,R18 000,Sea Point,140 Ocean View Dr,2,,,,,,
96,R18 000,Waterfront,"1 Waterfront Marina Residential, Dock Road",1,,,,,,
129,R18 000,Kenilworth Upper,,3,,,,,,
223,R18 000,Camps Bay,13 Ingleside Road,2,,,,,,
438,R18 000,Sea Point,292 Beach Road,2,,,,,,
445,R18 000,Sea Point,,3,,,,,,
488,R18 000,Mouille Point,,2,,,,,,
509,R18 000,Green Point,,2,,,,,,
531,R18 000,Sea Point,305 Beach Road,3,,,,,,
644,R18 000,De Waterkant,,2,,,,,,
697,R18 000,Cape Town City Centre,,2,,,,,,
798,R18 000,Green Point,,2,,,,,,
801,R18 000,Green Point,,2,,,,,,
825,R18 000,Camps Bay,,2,,,,,,
853,R18 000,Cape Town City Centre,16 Bree,2,,,,,,
859,R18 000,Cape Town City Centre,,2,,,,,,
964,R18 000,Green Point,,2,,,,,,
980,R18 000,Claremont Upper,,3,,,,,,
1012,R18 000,Sea Point,,3,,,,,,
1047,R18 000,Claremont Upper,40 Upper Grove Ave,3,,,,,,
1102,R18 000,Fresnaye,,3,,,,,,
1217,R18 000,Claremont,,2,,,,,,
1285,R18 000,Observatory,,2,,,,,,
1351,R18 000,Sea Point,,2,,,,,,
1401,R18 000,Constantia,,3,,,,,,
1499,R18 000,Sea Point,,2,,,,,,
1607,R18 000,Sea Point,,3,,,,,,
1611,R18 000,Sea Point,,3,,,,,,
1702,R18 000,Green Point,,2,,,,,,
1779,R18 000,Sea Point,,3,,,,,,
1801,R18 000,Camps Bay,4 Horak Ave,2,,,,,,
1857,R18 000,Sea Point,407 The Cosmopolitan 103 Regent Road,1,,,,,,
1924,R18 000,Camps Bay,,2,,,,,,
2003,R18 000,Waterfront,,1,,,,,,
2096,R18 000,Rondebosch,3 Highstead Rd,3,,,,,,
2120,R18 000,Sea Point,140 Oceanview Drive,2,,,,,,
2190,R18 000,Sea Point,,2,,,,,,
2348,R18 000,Observatory,6 Trill Road,2,,,,,,
2349,R18 000,De Waterkant,7 Napier Street,2,,,,,,
2583,R18 000,Sea Point,,3,,,,,,
2614,R18 000,Three Anchor Bay,,2,,,,,,
2656,R18 000,Sea Point,"1 Mont Royal, 20a St Johns Road",3,,,,,,
2772,R18 000,Cape Town City Centre,19 Adderley Street,2,,,,,,
2784,R18 000,Camps Bay,,2,,,,,,
2802,R18 000,Camps Bay,,2,,,,,,
2832,R18 000,Camps Bay,,2,,,,,,
2852,R18 000,Cape Town City Centre,19 Adderley Street,2,,,,,,
2881,R18 000,Gardens,,2,,,,,,
2993,R18 000,Sea Point,,2,,,,,,
3180,R18 000,Cape Town City Centre,,2,,,,,,
3460,R18 000,Constantia,,2,,,,,,
3521,R18 000,Sea Point,,3,,,,,,
3533,R18 000,Sea Point,,3,,,,,,
3557,R18 000,Gardens,,2,,,,,,
3569,R18 000,Sea Point,,2,,,,,,
3645,R18 000,Sea Point,,3,,,,,,
3799,R18 000,Mouille Point,,2,,,,,,
3827,R18 000,Sea Point,,2,,,,,,
3919,R18 000,Woodstock,,3,,,,,,
3960,R18 000,De Waterkant,32 Prestwich,2,,,,,,
3971,R18 000,Foreshore,,1,,,,,,
3972,R18 000,Foreshore,,1,,,,,,
3973,R18 000,Foreshore,,1,,,,,,
3981,R18 000,Gardens,,2,,,,,,
4051,R18 000,Waterfront,,2,,,,,,
4084,R18 000,Camps Bay,,1,,,,,,
4192,R18 000,Cape Town City Centre,,1,,,,,,
4273,R18 000,Sea Point,1 Kei Apple Road,2,,,,,,
4274,R18 000,De Waterkant,,2,,,,,,
4369,R18 000,Cape Town City Centre,,2,,,,,,
4416,R18 000,Sea Point,,2,,,,,,
4418,R18 000,Waterfront,,2,,,,,,
4440,R18 000,Sea Point,,2,,,,,,
4538,R18 000,Green Point,,1,,,,,,
4658,R18 000,Cape Town City Centre,,2,,,,,,
4767,R18 000,Camps Bay,,2,,,,,,
4803,R18 000,Mouille Point,,1,,,,,,
4886,R18 000,Vredehoek,,2,,,,,,
4946,R18 000,Sea Point,,2,,,,,,
1234,R18 200,Green Point,22 Ocean View Dr,2,,,,,,
2968,R18 350,Sea Point,,2,,,,,,
4005,R18 450,Green Point,,2,,,,,,
1235,R18 499,Claremont,5 Bath Rd,3,,,,,,
66,R18 500,Green Point,705 Versailles 219 Main Road,2,,,,,,
108,R18 500,Sea Point,219 Main Road,2,,,,,,
196,R18 500,Green Point,219 Main Road,2,,,,,,
235,R18 500,Cape Town City Centre,17 Commercial St,3,,,,,,
477,R18 500,Sea Point,219 Main Road,2,,,,,,
573,R18 500,Three Anchor Bay,705 Versailles Main Road Three Anchor Bay,2,,,,,,
727,R18 500,Camps Bay,,2,,,,,,
1105,R18 500,Green Point,39 High Level Road,3,,,,,,
1107,R18 500,Cape Town City Centre,,3,,,,,,
1342,R18 500,Sea Point,,3,,,,,,
1437,R18 500,Three Anchor Bay,,2,,,,,,
2247,R18 500,Three Anchor Bay,,2,,,,,,
2330,R18 500,Three Anchor Bay,,2,,,,,,
2421,R18 500,Three Anchor Bay,,2,,,,,,
2597,R18 500,Cape Town City Centre,,3,,,,,,
2785,R18 500,Sea Point,,2,,,,,,
2862,R18 500,Claremont,12 Cavendish Street Claremont / 1 Obelisk Walk,3,,,,,,
3129,R18 500,Claremont,25 Wilderness Street,3,,,,,,
3282,R18 500,Three Anchor Bay,,2,,,,,,
3400,R18 500,Observatory,,2,,,,,,
3610,R18 500,Claremont Upper,,2,,,,,,
3641,R18 500,Foreshore,,2,,,,,,
4185,R18 500,Camps Bay,,2,,,,,,
4219,R18 500,Gardens,173 Buitenkant Street,2,,,,,,
4866,R18 500,Sea Point,,1,,,,,,
5123,R18 500,Green Point,,2,,,,,,
1758,R18 950,Cape Town City Centre,,2,,,,,,
4903,R18 990,Sea Point,,1,,,,,,
188,R19 000,Sea Point,167 High Level Road,2,,,,,,
408,R19 000,Newlands,3 Letterstedt Rd,3,,,,,,
562,R19 000,Newlands,,2,,,,,,
588,R19 000,Gardens,,2,,,,,,
808,R19 000,Sea Point,,2,,,,,,
865,R19 000,Foreshore,,2,,,,,,
932,R19 000,Sea Point,,2,,,,,,
1180,R19 000,Sea Point,,2,,,,,,
1236,R19 000,Vredehoek,,3,,,,,,
1275,R19 000,Cape Town City Centre,,3,,,,,,
1579,R19 000,Sea Point,,2,,,,,,
1693,R19 000,Camps Bay,,2,,,,,,
1745,R19 000,Sea Point,,2,,,,,,
2391,R19 000,Observatory,,2,,,,,,
2748,R19 000,Sea Point,Santa Barbara 4 St Johns Road Sea Point,3,,,,,,
3086,R19 000,Sea Point,,2,,,,,,
3447,R19 000,Woodstock,,3,,,,,,
3481,R19 000,Observatory,,2,,,,,,
3509,R19 000,Observatory,"The Paragon, 423 Main Road",2,,,,,,
3902,R19 000,Sea Point,,3,,,,,,
4238,R19 000,Camps Bay,,2,,,,,,
4301,R19 000,Vredehoek,,2,,,,,,
4389,R19 000,Cape Town City Centre,,2,,,,,,
4401,R19 000,Camps Bay,,2,,,,,,
4449,R19 000,Sea Point,,2,,,,,,
4508,R19 000,Camps Bay,,2,,,,,,
4732,R19 000,Camps Bay,101 Daleway,2,,,,,,
4784,R19 000,Vredehoek,,2,,,,,,
4899,R19 000,Walmer Estate,,3,,,,,,
4988,R19 000,Camps Bay,,2,,,,,,
4991,R19 000,Camps Bay,,2,,,,,,
3297,R19 400,Camps Bay,,2,,,,,,
67,R19 500,Sea Point,197 High Level Road,3,,,,,,
118,R19 500,Waterfront,1 South Arm Road,1,,,,,,
322,R19 500,Observatory,,2,,,,,,
480,R19 500,Vredehoek,,2,,,,,,
1167,R19 500,Sea Point,18 Marais Road,3,,,,,,
1347,R19 500,De Waterkant,,2,,,,,,
1449,R19 500,Three Anchor Bay,,2,,,,,,
1635,R19 500,Fresnaye,9 Scholtz Rd,2,,,,,,
1756,R19 500,Bo Kaap,40 Lion Street,2,,,,,,
1892,R19 500,Sea Point,305 Beach Road,3,,,,,,
2499,R19 500,Sea Point,,2,,,,,,
2538,R19 500,Green Point,,2,,,,,,
2539,R19 500,Green Point,,2,,,,,,
2703,R19 500,Mouille Point,,2,,,,,,
3492,R19 500,De Waterkant,,2,,,,,,
3502,R19 500,De Waterkant,,2,,,,,,
3518,R19 500,De Waterkant,,2,,,,,,
4260,R19 500,Sea Point,,2,,,,,,
3735,R19 800,Sea Point,,2,,,,,,
4533,R19 800,Cape Town City Centre,,2,,,,,,
1042,R19 900,Cape Town City Centre,,3,,,,,,
1495,R19 900,De Waterkant,,1,,,,,,
2497,R19 900,Cape Town City Centre,8 Buiten Street,3,,,,,,
4096,R19 900,Sea Point,,2,,,,,,
1890,R19 950,Sea Point,,2,,,,,,
2006,R19 950,Sea Point,,2,,,,,,
4618,R19 950,Sea Point,,2,,,,,,
39,R20 000,De Waterkant,117 Strand St,2,,,,,,
109,R20 000,Cape Town City Centre,The Onyx 252 Roggebaai Square Heerengracht Street,2,,,,,,
192,R20 000,Cape Town City Centre,20 Riebeeck Street,2,,,,,,
281,R20 000,Green Point,,2,,,,,,
285,R20 000,Green Point,,2,,,,,,
310,R20 000,Sea Point,,2,,,,,,
316,R20 000,Observatory,,2,,,,,,
362,R20 000,Waterfront,,1,,,,,,
402,R20 000,Clifton,,2,,,,,,
439,R20 000,Sea Point,4 Dover Rd,3,,,,,,
484,R20 000,Waterfront,"1 Waterfront Marina Residential, Dock Road",1,,,,,,
510,R20 000,Mouille Point,"Beach Road, Mouille Point",2,,,,,,
553,R20 000,Cape Town City Centre,54 Shortmarket Street,3,,,,,,
569,R20 000,Claremont Upper,12 Brooke Street,2,,,,,,
654,R20 000,Rondebosch,,2,,,,,,
663,R20 000,Sea Point,,2,,,,,,
708,R20 000,Sea Point,,2,,,,,,
729,R20 000,Bakoven,58 Rottingdean Road,2,,,,,,
753,R20 000,De Waterkant,10 Hospital Road,2,,,,,,
761,R20 000,Sea Point,167 High Level Road,2,,,,,,
956,R20 000,Sea Point,"G2 Villa Tiberina, 19 St James Road,",2,,,,,,
979,R20 000,Cape Town City Centre,,2,,,,,,
1009,R20 000,Sea Point,1a St Johns Rd,2,,,,,,
1183,R20 000,Green Point,,2,,,,,,
1354,R20 000,Sea Point,Beach Front,2,,,,,,
1394,R20 000,Sea Point,,2,,,,,,
1572,R20 000,Foreshore,"Harbour Bridge Dockrail Road, Foreshore",2,,,,,,
1586,R20 000,Sea Point,101 Bickley Terrace 25 Bickley Road Sea Point 8005,2,,,,,,
1588,R20 000,Foreshore,2 Dockrail Road,2,,,,,,
1727,R20 000,Waterfront,,1,,,,,,
1960,R20 000,Camps Bay,,2,,,,,,
2102,R20 000,Camps Bay,,2,,,,,,
2143,R20 000,Cape Town City Centre,,2,,,,,,
2200,R20 000,Foreshore,1 Dockrail Road,2,,,,,,
2211,R20 000,Bo Kaap,40 Lion Street,2,,,,,,
2321,R20 000,Vredehoek,,2,,,,,,
2691,R20 000,Sea Point,,2,,,,,,
2780,R20 000,Claremont,,2,,,,,,
2901,R20 000,Cape Town City Centre,,3,,,,,,
2906,R20 000,Cape Town City Centre,,3,,,,,,
2918,R20 000,Sea Point,,2,,,,,,
2930,R20 000,Sea Point,,2,,,,,,
3062,R20 000,Sea Point,361 Main Road,2,,,,,,
3102,R20 000,Waterfront,,2,,,,,,
3147,R20 000,Waterfront,,1,,,,,,
3192,R20 000,Llandudno,,2,,,,,,
3384,R20 000,Waterfront,,1,,,,,,
3508,R20 000,Mouille Point,,2,,,,,,
3514,R20 000,Green Point,Greenpoint,2,,,,,,
3642,R20 000,Sea Point,14 Friars Road,2,,,,,,
3663,R20 000,Sea Point,341 Main Road,3,,,,,,
3667,R20 000,Sea Point,341 Main Road,3,,,,,,
3760,R20 000,Claremont,,2,,,,,,
3768,R20 000,Sea Point,,2,,,,,,
3780,R20 000,Llandudno,,,,,,,,
3801,R20 000,Bantry Bay,,2,,,,,,
3823,R20 000,Cape Town City Centre,2 Dockrail Road,2,,,,,,
3858,R20 000,Bantry Bay,,2,,,,,,
3892,R20 000,Cape Town City Centre,182 Perspectives Roeland Street Cape Town,3,,,,,,
3914,R20 000,Sea Point,,2,,,,,,
4097,R20 000,Mouille Point,,2,,,,,,
4197,R20 000,Green Point,,1,,,,,,
4316,R20 000,De Waterkant,,2,,,,,,
4320,R20 000,De Waterkant,,2,,,,,,
4390,R20 000,Cape Town City Centre,,2,,,,,,
4396,R20 000,Cape Town City Centre,,2,,,,,,
4650,R20 000,Green Point,,1,,,,,,
4686,R20 000,Cape Town City Centre,,3,,,,,,
4720,R20 000,Mouille Point,,2,,,,,,
4747,R20 000,Sea Point,,2,,,,,,
4816,R20 000,Bo Kaap,,2,,,,,,
4926,R20 000,Claremont,,3,,,,,,
4931,R20 000,Claremont,,3,,,,,,
4936,R20 000,Rondebosch,,2,,,,,,
5014,R20 000,Sea Point,,1,,,,,,
5084,R20 000,Bo Kaap,,1,,,,,,
5086,R20 000,Cape Town City Centre,,2,,,,,,
1312,R20 250,Three Anchor Bay,189 Beach Rd,2,,,,,,
176,R20 500,Foreshore,16 Bree St,2,,,,,,
367,R20 500,Cape Town City Centre,,2,,,,,,
481,R20 500,Cape Town City Centre,,2,,,,,,
2017,R20 500,Camps Bay,,2,,,,,,
4787,R20 500,Claremont,,,,,,,,
4789,R20 500,Claremont,,,,,,,,
2155,R20 950,Three Anchor Bay,,2,,,,,,
3429,R20 950,Green Point,,2,,,,,,
4691,R20 950,Three Anchor Bay,,2,,,,,,
154,R21 000,Three Anchor Bay,189 Beach Road,2,,,,,,
807,R21 000,Vredehoek,,3,,,,,,
821,R21 000,Vredehoek,,3,,,,,,
1035,R21 000,Observatory,"Madison Place, 12 Trill Road",3,,,,,,
1493,R21 000,Claremont,"Intaba, 5 Corwen Street",3,,,,,,
1670,R21 000,Camps Bay,,2,,,,,,
1671,R21 000,Camps Bay,,2,,,,,,
2060,R21 000,Green Point,8 Ravenscraig Road,2,,,,,,
2963,R21 000,Sea Point,,2,,,,,,
3300,R21 000,Sea Point,,2,,,,,,
3311,R21 000,Sea Point,,2,,,,,,
3314,R21 000,De Waterkant,,2,,,,,,
3412,R21 000,Camps Bay,,2,,,,,,
3630,R21 000,Gardens,,2,,,,,,
3936,R21 000,Bantry Bay,,2,,,,,,
4074,R21 000,Observatory,6 Trill Road,3,,,,,,
4221,R21 000,Sea Point,,2,,,,,,
4226,R21 000,Sea Point,,2,,,,,,
4591,R21 000,Camps Bay,,2,,,,,,
4634,R21 000,Cape Town City Centre,,2,,,,,,
4679,R21 000,Cape Town City Centre,,2,,,,,,
4764,R21 000,Camps Bay,,2,,,,,,
115,R21 500,De Waterkant,70 Prestwich,2,,,,,,
1307,R21 500,Camps Bay,59 Rottingdean Road,2,,,,,,
1317,R21 500,Sea Point,6 St Johns Road,2,,,,,,
1525,R21 500,Cape Town City Centre,,0.5,,,,,,
1879,R21 500,Observatory,,3,,,,,,
2921,R21 500,Green Point,,2,,,,,,
4052,R21 500,Observatory,,3,,,,,,
4910,R21 500,Cape Town City Centre,,2,,,,,,
3958,R21 750,De Waterkant,,2,,,,,,
426,R21 950,Green Point,,2,,,,,,
542,R21 950,Green Point,,2,,,,,,
673,R21 950,Three Anchor Bay,,2,,,,,,
752,R21 950,Sea Point,,2,,,,,,
833,R21 950,Three Anchor Bay,,2,,,,,,
882,R21 950,Three Anchor Bay,,2,,,,,,
1066,R21 950,Three Anchor Bay,801 Versailles Main Road Three Anchor Bay,2,,,,,,
1095,R21 950,Sea Point,,2,,,,,,
1108,R21 950,Three Anchor Bay,,2,,,,,,
2481,R21 950,Green Point,,2,,,,,,
3224,R21 950,Sea Point,219 Main Road,2,,,,,,
3561,R21 950,Sea Point,,2,,,,,,
152,R22 000,Camps Bay,,2,,,,,,
330,R22 000,Sea Point,8 Quendon Road,2,,,,,,
347,R22 000,Camps Bay,4 Horak Avenue,2,,,,,,
354,R22 000,Sea Point,,3,,,,,,
399,R22 000,Claremont Upper,,3,,,,,,
401,R22 000,Claremont Upper,,3,,,,,,
487,R22 000,Sea Point,"603 Bay Views, 2 Clifford Road",2,,,,,,
781,R22 000,Sea Point,,3,,,,,,
966,R22 000,Sea Point,,3,,,,,,
1170,R22 000,Camps Bay,,2,,,,,,
1233,R22 000,Sea Point,167 High Level Road,2,,,,,,
1241,R22 000,Bantry Bay,"Bantry Place, 4 Alexander Road",1,,,,,,
1457,R22 000,Higgovale,,2,,,,,,
1479,R22 000,Sea Point,9 Main Dr,2,,,,,,
1632,R22 000,Camps Bay,4 Woodford Ave Camps Bay,2,,,,,,
1791,R22 000,Green Point,,2,,,,,,
1894,R22 000,Sea Point,259 Beach Road,2,,,,,,
1934,R22 000,Green Point,65 Main Road,3,,,,,,
2099,R22 000,Observatory,,2,,,,,,
2159,R22 000,Sea Point,,2,,,,,,
2201,R22 000,Cape Town City Centre,16 Bree Street,2,,,,,,
2417,R22 000,Camps Bay,,2,,,,,,
2582,R22 000,Sea Point,,2,,,,,,
2587,R22 000,Camps Bay,,2,,,,,,
2674,R22 000,Waterfront,,1,,,,,,
2677,R22 000,Sea Point,,2,,,,,,
2754,R22 000,Camps Bay,,2,,,,,,
2982,R22 000,Claremont,12 Herschel Rd,3,,,,,,
3453,R22 000,Mouille Point,,2,,,,,,
3455,R22 000,Mouille Point,25 Beach Road,2,,,,,,
3515,R22 000,Observatory,423 Main Road,2,,,,,,
3555,R22 000,Bo Kaap,,4,,,,,,
3648,R22 000,Sea Point,,3,,,,,,
3670,R22 000,Cape Town City Centre,,2,,,,,,
3693,R22 000,Cape Town City Centre,16 Bree Street,2,,,,,,
3701,R22 000,Sea Point,,1,,,,,,
3712,R22 000,Three Anchor Bay,"189 Beach Road, Three Anchor Bay",3,,,,,,
3723,R22 000,Mouille Point,,2,,,,,,
4295,R22 000,Gardens,,2,,,,,,
4297,R22 000,Cape Town City Centre,,2,,,,,,
4744,R22 000,Vredehoek,,2,,,,,,
4810,R22 000,Sea Point,,,,,,,,
4894,R22 000,Cape Town City Centre,"1002 Green Market Place, 54 Short Market Street",2,,,,,,
4902,R22 000,De Waterkant,,2,,,,,,
4905,R22 000,Cape Town City Centre,"1002 Green Market Place, 54 Short Market Street",2,,,,,,
4954,R22 000,Fresnaye,,3,,,,,,
5080,R22 000,Vredehoek,,2,,,,,,
5098,R22 000,Vredehoek,,2,,,,,,
5110,R22 000,Waterfront,,1,,,,,,
179,R22 500,De Waterkant,27 Somerset Rd,3,,,,,,
864,R22 500,Sea Point,,2,,,,,,
2267,R22 500,Green Point,197 Main Road,2,,,,,,
2834,R22 500,De Waterkant,,2,,,,,,
3365,R22 500,Sea Point,,2,,,,,,
3389,R22 500,Sea Point,13 London Road,1,,,,,,
3513,R22 500,Gardens,2 Cotswold Avenue,2,,,,,,
3674,R22 500,Green Point,,3,,,,,,
4584,R22 500,Sea Point,,2,,,,,,
5095,R22 500,Sea Point,,2,,,,,,
2196,R22 700,Woodstock,7 Ravenscraig Road,,,,,,,
4833,R22 770,Sea Point,,1,,,,,,
4836,R22 770,Sea Point,,1,,,,,,
1187,R22 970,Sea Point,,3,,,,,,
360,R23 000,Sea Point,,2,,,,,,
371,R23 000,Cape Town City Centre,97 Buitengracht,2,,,,,,
576,R23 000,Sea Point,,3,,,,,,
577,R23 000,Cape Town City Centre,,2,,,,,,
656,R23 000,Vredehoek,,2,,,,,,
726,R23 000,Cape Town City Centre,67 Long Street,2,,,,,,
976,R23 000,De Waterkant,,2,,,,,,
1409,R23 000,Cape Town City Centre,,3,,,,,,
1662,R23 000,Green Point,86 Joubert Road,2,,,,,,
1985,R23 000,Sea Point,,2,,,,,,
2625,R23 000,Gardens,"72 Orange Street,gardens,cape Town",2,,,,,,
2814,R23 000,Cape Town City Centre,,1,,,,,,
2818,R23 000,Woodstock,,3,,,,,,
2863,R23 000,Cape Town City Centre,,2,,,,,,
3031,R23 000,Gardens,,2,,,,,,
3244,R23 000,Green Point,,2,,,,,,
3417,R23 000,Camps Bay,"16 Glen Waters, 50 Geneva Drive",3,,,,,,
3434,R23 000,Sea Point,,2,,,,,,
3462,R23 000,Sea Point,,2,,,,,,
3463,R23 000,Sea Point,,2,,,,,,
3471,R23 000,Camps Bay,,3,,,,,,
3478,R23 000,Green Point,Dewaterkant,3,,,,,,
3512,R23 000,Cape Town City Centre,130 Bree Street,2,,,,,,
3517,R23 000,Cape Town City Centre,130 Bree Street,2,,,,,,
3804,R23 000,Camps Bay,,3,,,,,,
3807,R23 000,Camps Bay,,3,,,,,,
3893,R23 000,De Waterkant,,2,,,,,,
4167,R23 000,Sea Point,,3,,,,,,
4571,R23 000,Sea Point,,2,,,,,,
4672,R23 000,Sea Point,5 Bellevue Road,3,,,,,,
4843,R23 000,Sea Point,,3,,,,,,
5102,R23 000,Cape Town City Centre,,2,,,,,,
513,R23 500,Cape Town City Centre,,2,,,,,,
516,R23 500,Cape Town City Centre,,2,,,,,,
1166,R23 500,Claremont,,2,,,,,,
1754,R23 500,De Waterkant,40 Chiappini,2,,,,,,
4535,R23 500,Sea Point,,2,,,,,,
57,R24 000,Vredehoek,35 Aandblom Street,3,,,,,,
86,R24 000,Sea Point,101 Regent Road,2,,,,,,
243,R24 000,De Waterkant,,2,,,,,,
1178,R24 000,Gardens,"B412 Orangerie, 72 Orange Street",2,,,,,,
1284,R24 000,Vredehoek,,3,,,,,,
1413,R24 000,Mouille Point,,2,,,,,,
1631,R24 000,Newlands,,3,,,,,,
1814,R24 000,Green Point,,2,,,,,,
3307,R24 000,Sea Point,"11 Tramway Road, 14 Shaftesbury, Sea Point",2,,,,,,
3628,R24 000,Sea Point,1 Kei Apple Grove,2,,,,,,
3751,R24 000,Mouille Point,,2,,,,,,
4099,R24 000,Sea Point,,2,,,,,,
4292,R24 000,Mouille Point,"703 Henley Manor, Beach Road",2,,,,,,
4346,R24 000,Green Point,,2,,,,,,
1778,R24 500,Green Point,,2,,,,,,
2970,R24 500,Sea Point,,2,,,,,,
4035,R24 500,Mouille Point,,2,,,,,,
909,R24 950,Sea Point,,3,,,,,,
4145,R24 950,Sea Point,,3,,,,,,
4317,R24 950,Green Point,,2,,,,,,
4876,R24 950,Llandudno,,2,,,,,,
113,R25 000,Cape Town City Centre,,2,,,,,,
